KIDSAFE	-	4	
KIDSAREALLRIGHT	H	2	
KIDSAROUND	H	2	
KIDSCHASINGGAME	H	2	
KIDSCHOICEAWARD	HPN	1	
KIDSCLASS	H	2	
KIDSHAVEAMIDDLE	H	1	
KIDSINTHEHALL	HPN	2	
KIDSISPARTJOY	H	1	
KIDSISTER	H	2	
KIDSISTERS	HS	2	
KIDSKIN	H	2	
KIDSLEDDING	H	2	
KIDSMEAL	H	3	
KIDSMEALS	HS	2	
KIDSMENU	H	2	
KIDSMILL	H	1	
KIDSMUSIC	H	2	
KIDSNEXTODOR	H	2	
KIDSONHALLOWEEN	H	2	
KIDSOUTOFHOT	H	1	
KIDSRUS	PB	2	
KIDSSHOW	H	2	
KIDSTABLE	H	2	
KIDSTEE	H	2	
KIDSTHESEDAYS	H	2	
KIDSTOYS	H	2	
KIDSTUFF	H	3	
KIDSTURNTHEPAGE	H	1	
KIDSWB	PA	1	
KIDULT	-	2	
KIDVID	-	2	
KIDYOURSELF	T	2	
KIDZAPPER	PB	1	
KIDZBOP	PB	2	
KIEDIS	PN	1	
KIEFER	PN	2	
KIEFFER	PN	1	
KIEL	PL	2	
KIELBASA	-	3	
KIELBASAS	S	3	
KIELBASY	S	2	
KIERAN	PN	2	
KIERANCULKIN	PN	1	
KIERGAARD	PN	1	
KIERKEGAARD	PN	2	
KIERNANSHIPKA	PN	1	
KIESE	PN	1	
KIESELAYMON	PN	1	
KIEUCHINH	PN	1	
KIEV	PL	2	
KIEVANS	PLS	2	
KIEVINCLINE	PL	1	
KIEVSEAMAJOR	PL	1	
KIF	-	1	
KIGALI	PL	2	
KIHEI	PL	2	
KIHN	PN	1	
KIICHI	PN	1	
KIICHIMIYAZAWA	PN	1	
KIK	A	1	
KIKI	PN	1	
KIKIDEE	PN	1	
KIKIS	PNS	1	
KIKKOMAN	PB	2	
KIKUYU	PNL	2	
KIL	A	1	
KILAUEA	PL	2	
KILDARE	PL	2	
KILDAREWASYOU	PL	1	
KILEY	PN	2	
KILGORE	PL	2	
KILGORETROUT	PM	2	
KILIM	-	2	
KILIMANJARO	PL	2	
