CRAIGCLAIBORNE	PN	0	
CRAIGFERGUSON	PN	0	
CRAIGJOHNSON	PN	0	
CRAIGKILBORN	PN	0	
CRAIGMORGAN	PN	0	
CRAIGNELSONROLE	PNM	0	
CRAIGNEWMARK	PN	0	
CRAIGOFTHECREEK	PNM	0	
CRAIGS	PN	0	
CRAIGSLIST	PB	1	
CRAIGSLISTICLE	PB	0	
CRAIGSLISZT	PM	0	
CRAIGSTADLER	PN	0	
CRAIGTNELSON	PN	0	
CRAIN	P	1	
CRAINFNLOEN	PN	0	
CRAINS	PS	1	
CRAIS	P	0	
CRAISIN	PB	2	
CRAISINS	PBS	2	
CRAKE	W	1	
CRAKES	WS	1	
CRAKESANDRAIL	W	0	
CRAL	P	0	
CRALPARK	PL	0	
CRAM	-	3	
CRAMANTONY	PN	0	
CRAMBO	-	1	
CRAMCOURSE	H	2	
CRAMCRACKERS	H	0	
CRAMED	-	2	
CRAMER	P	0	
CRAMFORABIGTEST	H	1	
CRAMFORATEST	H	1	
CRAMIN	H	1	
CRAMMED	S	3	
CRAMMEDIN	H	2	
CRAMMER	-	2	
CRAMP	S	3	
CRAMPED	S	3	
CRAMPEDCUP	H	1	
CRAMPEDFOREXAMS	H	1	
CRAMPEDHAND	H	1	
CRAMPEDSEAT	H	2	
CRAMPEDSPACE	H	1	
CRAMPING	S	3	
CRAMPINGMYSTILE	H	1	
CRAMPINGUP	H	2	
CRAMPON	-	1	
CRAMPONESSTYLE	H	0	
CRAMPONS	S	1	
CRAMPS	S	3	
CRAMPSONESSTYLE	H	0	
CRAMPSUP	H	2	
CRAMPUP	H	2	
CRAMPY	G	2	
CRAMS	S	3	
CRAMSESSION	H	2	
CRAMSIN	H	1	
CRAN	-	0	
CRANAL	-	0	
CRANAPPLE	H	0	
CRANBARISAUCE	H	0	
CRANBERRIES	S	3	
CRANBERRY	-	3	
CRANBERRYBOG	H	2	
CRANBERRYBOGEY	H	1	
CRANBERRYBUSH	H	1	
CRANBERRYJUICE	H	2	
CRANBERRYRED	H	2	
CRANBERRYSAUCE	H	2	
CRANBROOK	PL	0	
CRANE	-	3	
CRANED	S	3	
CRANEFLY	H	2	
CRANEGAME	H	1	
CRANEKICK	H	2	
CRANEONESNECK	H	1	
CRANEOPERATOR	H	1	
CRANEOPERATORS	HS	1	
CRANES	S	3	
CRANESGRAIN	H	0	
CRANESINTHESKY	H	0	
CRANETHENECK	H	1	
CRANIA	S	1	
CRANIAL	-	3	
CRANIATE	-	0	
CRANING	S	2	
CRANIUM	-	3	
CRANIUMAPPLE	H	0	
CRANIUMCRUSHING	H	0	
CRANIUMDEPOSIT	H	1	
CRANIUMICON	H	0	
CRANIUMMONOPOLY	H	0	
CRANIUMS	S	2	
CRANIUMTWISTER	H	0	
CRANK	-	3	
CRANKASE	-	1	
CRANKCALL	H	1	
CRANKCALLER	H	1	
CRANKCASE	-	2	
CRANKCASES	S	2	
CRANKED	S	3	
CRANKEDOUT	H	2	
CRANKIER	S	3	
CRANKIEST	S	3	
CRANKINESS	-	2	
CRANKING	S	3	
CRANKINGUP	H	2	
CRANKIT	H	0	
CRANKLETTER	H	1	
CRANKOUT	H	2	
CRANKOUTCASES	H	0	
CRANKS	S	3	
CRANKSHAFT	-	3	
CRANKSIT	H	0	
CRANKSUP	H	2	
CRANKUP	H	2	
CRANKY	G	3	
CRANKYCALLER	H	1	
CRANKYCASE	H	1	
CRANKYCASEY	H	0	
CRANKYPANTS	H	2	
CRANNIED	S	2	
CRANNIES	S	2	
CRANNY	-	3	
CRANNYGLASSES	H	0	
CRANNYKNOT	H	0	
CRANSTON	PL	2	
CRAP	G	3	
CRAPCAKE	H	0	
CRAPE	-	1	
CRAPEHANGER	H	1	
CRAPEMYRTLE	H	2	
CRAPERAD	H	0	
CRAPGAME	H	2	
CRAPGAMES	HS	2	
CRAPLOAD	H	2	
CRAPO	P	0	
CRAPOUT	H	2	
CRAPPER	H	2	
CRAPPIE	-	2	
CRAPPY	G	2	
CRAPPYBABY	H	1	
CRAPS	GS	3	
CRAPSDEALER	H	1	
CRAPSGAME	H	1	
CRAPSHOOT	H	2	
CRAPSLOSER	H	1	
CRAPSOUT	H	2	
