BREEZES	S	2	
BREEZESIN	H	1	
BREEZETHROUGH	H	2	
BREEZEWAY	-	2	
BREEZEWAYS	S	2	
BREEZIER	S	2	
BREEZIEST	S	2	
BREEZILY	-	2	
BREEZINESS	S	2	
BREEZY	-	2	
BREEZYANDCHILLY	H	1	
BREEZYCHEESE	H	1	
BREEZYWEATHER	H	1	
BREF	W	1	
BREFFU	W	0	
BREI	W	0	
BREILLAT	P	0	
BREKKIE	G	1	
BREKKY	G	1	
BREL	PN	1	fr
BREMEN	PL	1	
BREN	PA	2	
BRENDA	PN	2	
BRENDABLETHYN	PNM	1	
BRENDALEE	PNM	1	
BRENDAN	PN	2	
BRENDANBEHAN	PNM	0	
BRENDANFRASER	PNM	1	
BRENDANGLEESON	PNM	0	
BRENDANHUNT	PNM	0	
BRENDANMUFFIN	PNM	0	
BRENDAS	PN	1	
BRENDASONG	PNM	0	
BRENDASTARR	PNM	0	
BRENDAVAQUERO	PNM	0	
BRENDAWALSH	PNM	0	
BRENE	PN	0	
BRENEBROWN	PNM	0	
BRENNAN	PN	2	
BRENNEMAN	PN	0	
BRENNER	PN	1	
BRENNERPASS	PLB	0	
BRENS	PS	2	
BRENT	PN	2	
BRENTRENAUD	PNM	0	
BRENTS	PNS	1	
BRER	P	1	
BRERBEAR	PM	0	
BRERFOX	PM	0	
BRERR	W	0	
BRERRABBIT	PM	1	
BRERS	PS	1	
BRERSICECREAM	PMB	0	
BRES	W	0	
BRESLAU	PL	0	
BRESLIN	PN	1	
BREST	PL	0	
BRESTFEEDS	H	0	
BRESTPLATE	H	0	
BRESTREGARDS	H	0	
BRESTSTROKE	H	2	
BRET	PN	1	
BRETEASTONELLIS	PNM	0	
BRETHARTE	PNM	0	
BRETHARTESHEART	PNM	0	
BRETHREN	-	2	
BRETHRENCOURT	PNM	0	
BRETMICHAELS	PNM	1	
BRETON	PL	1	
BRETONS	PLS	1	
BRETS	PNS	1	
BRETT	PN	1	
BRETTBUTLER	PNM	1	
BRETTDENNEN	PNM	0	
BRETTFAVRE	PNM	1	
BRETTHULL	PNM	0	
BRETTONWOODS	PLM	0	
BRETTS	PNS	1	
BRETTSCALLIONS	PNM	0	
BREUER	PN	0	
BREUGHEL	PN	1	
BREV	W	1	
BREVE	W	2	
BREVES	WS	2	
BREVET	-	2	
BREVETS	S	2	
BREVITY	-	2	
BREVITYIS	H	1	
BREW	-	2	
BREWALPHABET	H	0	
BREWBROOD	H	0	
BREWCALENDAR	H	0	
BREWCREW	H	1	
BREWED	-	2	
BREWEDAWAKENING	H	0	
BREWEDOIL	H	0	
BREWEDUP	H	1	
BREWER	-	2	
BREWERANDCROWD	H	0	
BREWERIES	S	2	
BREWERRABBIT	HM	0	
BREWERS	S	2	
BREWERSEWERS	H	1	
BREWERSKILN	H	0	
BREWERSYEAS	H	0	
BREWERSYEAST	H	1	
BREWERSYEATS	H	0	
BREWERY	-	2	
BREWFEST	-	2	
BREWHEAVEN	H	0	
BREWHOUSE	-	2	
BREWING	-	2	
BREWLANGUAGE	H	0	
BREWMASTER	-	2	
BREWPUB	-	2	
BREWPUBS	S	2	
BREWS	S	2	
BREWSANDBRAS	H	0	
BREWSCHOOL	H	0	
BREWSKI	G	1	
BREWSKIBANNER	H	0	
BREWSKIS	GS	1	
BREWSTER	PN	2	
BREWSTERPLACE	PNM	1	
BREWSTRENGTH	H	0	
BREWSUP	H	1	
BREWTEA	H	1	
BREWUP	H	1	
BREWWING	H	0	
BREXIT	A	2	
BREXITDAY	H	1	
BREXITPART	H	1	
BREYER	PB	2	
BREYERPATCHES	H	0	
BREYERRABBIT	HM	0	
BREYERS	PBS	2	
BREYERSEYERS	H	0	
BREYERSICECREAM	HM	2	
BREZHNEV	PN	1	
BRG	A	0	
BRGHTLGHT	A	0	
BRGND	A	0	
BRGNNG	A	0	
BRHH	A	0	
BRI	A	0	
BRIAN	PN	2	
BRIANA	PN	2	
BRIANANDSHIRLEY	PNM	0	
BRIANASCURRY	PNM	0	
BRIANBOITANO	PNM	1	
