TOPANGA	PL	1	
TOPAR	-	0	
TOPART	-	0	
TOPAVE	-	0	
TOPAY	-	0	
TOPAZ	W	3	
TOPAZES	WS	3	
TOPAZLAKE	PL	0	
TOPAZORTHOCLASE	-	0	
TOPAZQUARTZ	-	0	
TOPAZYELLOW	-	0	
TOPBANANA	H	2	
TOPBANANAS	HS	2	
TOPBANANASPLITS	H	1	
TOPBAUANANA	-	0	
TOPBEDSIZE	-	0	
TOPBID	-	0	
TOPBILLED	-	0	
TOPBILLEDACTORS	H	1	
TOPBILLING	H	2	
TOPBONDRATING	-	0	
TOPBOTTOMLINE	H	1	
TOPBOTTOMS	-	0	
TOPBRASS	H	2	
TOPBRAVOGUESS	-	0	
TOPBUNDLE	-	0	
TOPBUNK	-	0	
TOPBUNKO	-	0	
TOPCALIBER	H	1	
TOPCARD	-	0	
TOPCAT	PM	2	
TOPCHEF	PM	1	
TOPCHEFJR	PM	0	
TOPCIDERS	B	1	
TOPCOAT	-	3	
TOPCOATS	S	3	
TOPCONTENDER	H	1	
TOPCOPS	H	1	
TOPCOURT	H	1	
TOPCRIBS	-	0	
TOPCS	A	0	
TOPDEADCEMENTER	-	0	
TOPDECKS	-	0	
TOPDOG	H	3	
TOPDOGS	HS	3	
TOPDOGSECRET	-	0	
TOPDOLLAR	H	2	
TOPDOWN	H	2	
TOPDOWNVIEW	H	1	
TOPDRAWER	H	2	
TOPDRESS	-	1	
TOPE	-	1	
TOPEACE	H	0	
TOPEARNER	H	2	
TOPEARNERS	HS	2	
TOPECHELON	H	2	
TOPED	S	1	
TOPEDOFFTHELIST	H	0	
TOPEE	W	2	
TOPEES	WS	2	
TOPEKA	PL	3	
TOPEKAKANSAS	PL	1	
TOPEKAN	PN	2	
TOPEKANS	PNS	2	
TOPEND	H	1	
TOPER	-	1	
TOPERATIONS	-	0	
TOPERDITION	-	0	
TOPERS	S	1	
TOPES	S	1	
TOPF	-	0	
TOPFENLIST	-	0	
TOPFISHINGGUIDE	H	0	
TOPFIVE	H	2	
TOPFLIGHT	H	3	
TOPFLIGHTSCHOOL	H	1	
TOPFLITE	B	1	
TOPFLOOR	H	2	
TOPFORM	H	1	
TOPFORT	-	0	
TOPFORTY	H	3	
TOPFORTYHIT	H	1	
TOPFORTYHITS	HS	1	
TOPFULL	-	0	
TOPGALLANT	-	1	
TOPGEAR	H	2	
TOPGRADE	H	2	
TOPGRADEINCLASS	H	0	
TOPGUN	PM	3	
TOPGUNCHARACTER	PM	1	
TOPGUNK	-	0	
TOPGUNNY	-	0	
TOPGUNS	PMS	3	
TOPHALF	H	2	
TOPHAT	H	3	
TOPHATANDTAILS	H	2	
TOPHATS	HS	3	
TOPHEAVY	H	2	
TOPHER	PN	1	
TOPHERGRACE	PN	1	
TOPHET	PL	1	
TOPHIT	H	2	
TOPHITS	HS	2	
TOPHOLE	W	1	
TOPHONORS	H	2	
TOPI	W	1	
TOPIARIES	S	2	
TOPIARY	-	3	
TOPIC	-	4	
TOPICAL	-	3	
TOPICALBID	H	0	
TOPICALDOG	-	0	
TOPICALFISH	-	0	
TOPICALILLUSION	H	0	
TOPICALLY	-	2	
TOPICALSTEROIDS	H	1	
TOPICALSUBJECT	H	0	
TOPICDRIFT	H	1	
TOPICKUPSPEED	H	1	
TOPICOFCANCER	PM	1	
TOPICOFTHEWORLD	H	0	
TOPICS	S	4	
TOPICSENTENCE	H	2	
TOPIECES	H	1	
TOPING	S	1	
TOPIO	-	0	
TOPIS	WS	1	
TOPITOFF	H	2	
TOPJOB	H	2	
TOPKAPI	PL	1	
TOPKAPIPALACE	PL	1	
TOPKICK	-	1	
TOPKNOT	-	2	
TOPKNOTS	S	2	
TOPLAN	-	0	
TOPLANTO	-	0	
TOPLAYER	H	2	
TOPLAYERS	HS	2	
TOPLAYTHEGAME	H	0	
TOPLEASEALADY	H	0	
TOPLEFT	H	2	
TOPLESS	G	2	
TOPLESSBARN	H	0	
TOPLESSBARS	H	1	
TOPLESSBEACHES	H	1	
TOPLESSBEECH	-	0	
TOPLESSDANCER	H	1	
TOPLESSDANCERS	HS	1	
TOPLESSFLIGHT	H	0	
TOPLESSONS	H	0	
