ALTOISTALL	-	0	
ALTOISTS	S	2	
ALTOMATOES	-	0	
ALTON	P	1	
ALTONBROWN	PN	1	
ALTONEXT	-	0	
ALTONS	PS	1	
ALTOOAR	-	0	
ALTOON	-	0	
ALTOONA	PL	2	
ALTOONAHUNCH	PLH	0	
ALTOONAN	PL	1	
ALTOONASANDWICH	PLH	1	
ALTOONASSIS	PLS	0	
ALTOONATOON	PLH	0	
ALTOS	PS	2	
ALTOSAX	-	1	
ALTOSAXES	S	0	
ALTOSAXON	-	0	
ALTOSECTION	-	0	
ALTOSOLO	-	1	
ALTOSOLOS	S	1	
ALTOSS	S	0	
ALTOSTRATUS	-	1	
ALTOVISION	-	0	
ALTPAGEDOWN	A	0	
ALTPAPA	-	0	
ALTPOP	-	0	
ALTPORN	U	1	
ALTRAP	-	0	
ALTREALITYGAMES	H	1	
ALTRIA	PB	2	
ALTRIGHT	-	1	
ALTROCK	-	2	
ALTRUISM	-	3	
ALTRUIST	-	3	
ALTRUISTIC	-	3	
ALTRUISTS	S	3	
ALTS	S	2	
ALTTAB	AH	1	
ALTTABBED	AHS	0	
ALTTEXT	AH	1	
ALTTO	-	0	
ALTUS	P	0	
ALTWEEKLIES	S	1	
ALTWEEKLY	-	2	
ALTWWEEEEKLY	-	0	
ALU	-	0	
ALUDEL	-	1	
ALUG	-	0	
ALUI	-	0	
ALUINUFOIL	-	0	
ALULA	-	1	
ALULAR	-	0	
ALULL	-	0	
ALUM	-	2	
ALUMI	-	0	
ALUMINA	-	2	
ALUMINIUM	-	2	
ALUMINOUS	-	1	
ALUMINU	-	0	
ALUMINUM	-	3	
ALUMINUMCAN	-	1	
ALUMINUMCANDY	-	0	
ALUMINUMFISH	-	0	
ALUMINUMFLIO	-	0	
ALUMINUMFOIL	H	2	
ALUMINUMINGOT	-	0	
ALUMINUMORE	-	0	
ALUMINUMSIDING	H	2	
ALUMINUMWRAP	H	1	
ALUMNA	-	2	
ALUMNAE	S	2	
ALUMNAL	-	0	
ALUMNI	S	3	
ALUMNICLUB	HS	0	
ALUMNIMAG	-	0	
ALUMNIMAGS	S	0	
ALUMNINETWORK	H	0	
ALUMNUS	-	2	
ALUMNWSLETTER	H	0	
ALUMPINMYTHORAT	H	0	
ALUMROOT	-	1	
ALUMS	S	2	
ALUNAGEORGE	PN	0	
ALUNCHOFBOOZERS	H	0	
ALUNGE	-	0	
ALUNSER	-	0	
ALUPINO	-	0	
ALUS	S	0	
ALUST	-	0	
ALUTACONTINUA	H	0	
ALVA	P	0	
ALVAMYRDAL	PN	0	
ALVAR	-	0	
ALVARAALTO	PN	1	
ALVAREZ	P	1	
ALVARO	P	1	
ALVAROMORTE	PN	0	
ALVEOLA	-	0	
ALVEOLAR	-	2	
ALVEOLI	S	1	
ALVEOLUS	-	1	
ALVIN	P	2	
ALVINAILEY	PN	1	
ALVINANDALICE	PNH	0	
ALVINS	PS	1	
ALVINTOFFLER	PN	0	
ALVINYORK	PN	1	
ALVY	P	1	
ALW	-	0	
ALWA	-	0	
ALWAY	-	1	
ALWAYS	-	4	
ALWAYSAGOODGIFT	H	0	
ALWAYSAPLEASURE	H	0	
ALWAYSATHISBEST	H	0	
ALWAYSBE	H	0	
ALWAYSBECLOSING	H	0	
ALWAYSBEEN	H	0	
ALWAYSBEMYBABY	HM	0	
ALWAYSBEREADYTO	H	0	
ALWAYSBNEGATIVE	-	0	
ALWAYSBORROW	H	0	
ALWAYSDISGUISED	H	0	
ALWAYSDORIGHTIT	H	0	
ALWAYSFAITHFUL	H	0	
ALWAYSFINDING	H	0	
ALWAYSGET	H	0	
ALWAYSGIVETHEIR	H	0	
ALWAYSGOTOOTHER	H	0	
ALWAYSHANGOUT	H	0	
ALWAYSHASTOMIND	H	0	
ALWAYSINPOETRY	H	0	
ALWAYSMINE	H	1	
ALWAYSON	H	1	
ALWAYSONMYMIND	HM	1	
ALWAYSONTHEGO	H	2	
ALWAYSONTHERISE	H	1	
ALWAYSONTHEROAD	H	2	
ALWAYSONTIME	H	2	
ALWAYSPROOFREAD	H	0	
ALWAYSSEEMTOBE	H	0	
ALWAYSTOOOLD	H	0	
ALWAYSWANTED	H	0	
ALWAYSWITHHIM	H	0	
ALWEST	-	0	
ALX	-	0	
ALXAC	-	0	
ALY	-	0	
