ULVA	W	2	
ULYANOV	PN	1	
ULYSSES	PN	3	
ULYSSESANDJULIA	PM	0	
ULYSSESGRANT	PM	2	
ULYSSESRANT	HM	0	
ULYSSESSGRANT	PMS	0	
UMA	PN	1	
UMACTUALLY	H	0	
UMAD	G	1	
UMADBRO	HG	0	
UMAGNET	H	0	
UMAINE	PL	1	
UMAK	W	0	
UMAMI	-	2	
UMAMIBOMB	H	0	
UMAMIRIGHT	H	0	
UMAMIRITE	H	0	
UMAR	PN	1	
UMAS	PN	1	
UMASS	PL	1	
UMASSMEDIA	HM	0	
UMATHURMAN	PN	2	
UMBEL	-	2	
UMBER	-	3	
UMBERCRUNCHER	H	0	
UMBERLINEN	H	0	
UMBERS	S	2	
UMBERTO	PN	1	
UMBERTOECHO	PM	0	
UMBERTOECO	PM	0	
UMBILICAL	-	3	
UMBILICALACCORD	HM	0	
UMBILICALCORD	H	3	
UMBILICALCORDS	HS	2	
UMBILICALCOURT	HM	0	
UMBILICI	S	1	
UMBILICUS	-	2	
UMBLE	W	1	
UMBO	W	2	
UMBRA	-	2	
UMBRAE	LS	1	
UMBRAGE	-	3	
UMBRAGES	S	2	
UMBRAL	-	2	
UMBRAPHILE	C	0	
UMBRAS	S	2	
UMBRELLA	-	4	
UMBRELLAACADEMY	HM	0	
UMBRELLAGROUP	H	2	
UMBRELLAPOLICY	H	2	
UMBRELLAS	S	3	
UMBRELLASTAND	H	2	
UMBRELLASTANDS	HS	1	
UMBRELLATERM	H	1	
UMBRIA	PL	1	
UMBRIAN	PL	1	
UMBRIANS	PLS	0	
UMBRIEL	PM	1	
UMBRO	PB	0	
UMBYE	H	0	
UMD	PA	0	
UMDESECRATION	H	0	
UMDUH	HG	0	
UME	F	0	ja
UMEA	PL	0	
UMEKI	PN	0	
UMEXCUSEME	H	0	
UMHI	H	0	
UMI	W	0	
UMIAK	-	2	
UMIAKMESOMAD	HM	0	
UMIAKS	S	1	
UMIAMI	H	0	
UMICH	PA	1	
UMIDUNNO	H	0	
UMIGUESS	H	0	
UMINN	PA	1	
UMINOUSCOAL	H	0	
UMINUM	H	0	
UMLAUT	-	2	
UMLAUTEDA	H	0	
UMLAUTOFOMAHA	HM	0	
UMLAUTS	S	1	
UMM	JG	2	
UMMA	W	1	
UMMACHINE	H	0	
UMMM	JG	2	
UMMNOPE	H	0	
UMMOK	H	0	
UMMQASR	H	0	
UMMYEAH	H	0	
UMNO	PA	0	
UMNOPE	H	0	
UMO	-	0	
UMOJA	F	0	sw
UMOK	H	0	
UMOKAY	H	0	
UMOOTPU	H	0	
UMORE	H	0	
UMOSHSMUFDR	H	0	
UMP	-	3	
UMPALLOVER	H	0	
UMPANDGRIND	H	0	
UMPBACKWHALE	H	0	
UMPED	S	1	
UMPH	JG	2	
UMPIG	H	0	
UMPING	S	1	
UMPIRE	-	3	
UMPIRED	S	2	
UMPIRES	S	2	
UMPIRESCALL	H	1	
UMPIRESCHOOL	H	0	
UMPIRESDECISION	H	1	
UMPIRESSTATION	H	0	
UMPIRING	S	1	
UMPONALOG	H	0	
UMPS	S	2	
UMPSILOVEYOU	HM	0	
UMPSPEECH	H	0	
UMPTEEN	-	3	
UMPTEENARBITERS	H	0	
UMPTEENTH	-	3	
UMPTYUMPAMPS	H	0	
UMQVU	-	0	
UMS	SZ	0	
UMSO	H	0	
UMSOYEAH	H	0	
UMSRS	H	0	
UMT	A	0	
UMTATA	PL	0	
UMTHANKS	H	0	
UMUH	J	0	
UMW	A	0	
UMWHAT	H	0	
UMYEAH	H	0	
UMYES	H	0	
UNA	F	1	es
UNABASHED	-	3	
UNABASHEDLY	-	3	
UNABATED	-	2	
UNABLE	-	4	
UNABLETORESPOND	H	0	
UNABOMBER	PN	1	
UNABRIDGED	-	3	
UNACCENTED	-	2	
UNACCEPTABLE	-	3	
UNACHIEVABLE	-	2	
UNACTED	C	1	
