CAVITY	-	2	
CAVITYCOUNCIL	H	2	
CAVITYSAM	HM	2	
CAVO	-	1	
CAVORT	-	3	
CAVORTED	S	3	
CAVORTING	S	3	
CAVORTS	S	3	
CAVRETHETURKEY	H	1	
CAVS	PS	2	
CAVUTO	PN	1	
CAVY	-	1	
CAW	-	2	
CAWCAWED	H	1	
CAWDOR	PLN	1	
CAWED	S	2	
CAWING	S	2	
CAWLEIFLAUER	HPN	0	
CAWRIPKENJR	HPN	0	
CAWS	S	2	
CAWSANDEFFECT	H	1	
CAWSCELEBRE	H	1	
CAWSFORALARM	H	1	
CAWWAITING	H	1	
CAXTON	PN	2	
CAY	-	1	
CAYCE	PN	1	
CAYENNE	P	2	
CAYENNEKEATON	HPN	0	
CAYENNEPEPPER	H	2	
CAYENNES	PS	2	
CAYENNESUGAR	H	1	
CAYMAN	P	2	
CAYMANCOULEE	HPN	0	
CAYMANISLANDS	HPN	1	
CAYMANS	PS	2	
CAYRATION	H	1	
CAYS	S	1	
CAYSBYCAYS	H	1	
CAYSCLOSED	H	1	
CAYSERASERA	H	1	
CAYSTORE	H	1	
CAYUGA	PLN	2	
CAYUGALAKE	HPN	2	
CAYUSE	P	2	
CAYUSES	PS	2	
CBA	RA	2	
CBARS	RAS	2	
CBAT	RA	2	
CBATTERIES	RAS	2	
CBATTERY	RA	2	
CBBLSTN	A	0	
CBBS	A	1	
CBC	PA	1	
CBCL	A	0	
CBCTELEVISION	HPA	1	
CBD	PA	1	
CBDGUMMIES	HPA	2	
CBDOIL	HPA	2	
CBDOILS	HPAS	2	
CBEARER	TA	1	
CBER	A	1	
CBERORCHESTRA	HPA	1	
CBERS	AS	1	
CBERTAMES	H	0	
CBES	AS	1	
CBGB	PA	1	
CBGBS	PAS	1	
CBHURCHMOUSE	H	1	
CBING	G	2	
CBISCUIT	H	1	
CBN	PA	1	
CBO	PA	1	
CBOE	PA	1	
CBOT	PA	1	
CBOWW	H	0	
CBOX	A	1	
CBRADIO	HPA	2	
CBRADIOS	HPAS	2	
CBRADO	H	1	
CBS	PA	2	
CBSCORP	HPA	2	
CBSEVENINGNEWS	HPA	2	
CBSEXECS	HPA	2	
CBSEYE	HP	2	
CBSLOGO	HP	2	
CBSNEWS	HPA	2	
CBSRADIO	HPA	2	
CBSREPORTS	HPA	2	
CBSSPORTS	HPA	2	
CBSTV	HPA	2	
CBT	PA	2	
CBY	A	1	
CCAATT	H	0	
CCAB	A	0	
CCACLACMPANY	H	0	
CCAKE	H	1	
CCAN	TA	1	
CCAND	TA	1	
CCAPTAIN	TA	2	
CCAR	TA	1	
CCASION	TA	1	
CCC	A	0	
CCCA	A	0	
CCCC	A	0	
CCCCABLEFUTURE	HA	0	
CCCCC	A	0	
CCCCCCC	A	0	
CCCCCCCCCC	A	0	
CCCCCCCCCCCCCCC	A	0	
CCCCTHEDAY	HA	0	
CCCI	RA	0	
CCCIV	RA	1	
CCCL	RA	1	
CCCLI	RA	1	
CCCMYSTERY	HA	0	
CCCP	PA	1	
CCCPBRASSIERES	HPA	1	
CCCPSECRETARY	HPA	1	
CCCREAMS	H	1	
CCCTHEDAY	HA	0	
CCCV	RA	1	
CCCVI	RA	1	
CCCX	RA	0	
CCD	A	0	
CCED	AS	0	
CCELL	H	1	
CCELLS	HS	1	
CCEPTS	TA	1	
CCGGAAGFFEEDDC	A	0	
CCGGAAGFFEEDDDD	A	0	
CCH	A	0	
CCHA	A	0	
CCHASCCHCAN	HA	0	
CCHHEEEESSEE	HA	0	
CCHOWDER	H	1	
CCHPOUNDER	H	1	
CCI	RA	0	
CCII	RA	0	
CCIII	RA	1	
CCIL	A	0	
CCING	TA	1	
CCIV	RA	1	
CCIX	RA	0	
CCKDDLD	A	0	
CCL	RA	0	
CCLAMP	H	1	
CCLAMPS	HS	1	
CCLASS	TA	1	
CCLBDMLL	A	0	
