PATCHING	S	2	
PATCHINGLEEKS	H	0	
PATCHKIT	H	1	
PATCHOATE	T	0	
PATCHOFICE	T	1	
PATCHONTHEBACK	H	1	
PATCHOULI	W	2	
PATCHPERFECT	H	3	
PATCHPOCKET	H	2	
PATCHTEST	H	2	
PATCHTHINGSUP	H	2	
PATCHUP	H	3	
PATCHWORK	H	3	
PATCHWORKQUILL	H	1	
PATCHWORKQUILT	H	2	
PATCHWORKQUILTS	HS	1	
PATCHY	G	3	
PATCHYDOG	H	0	
PATCO	PA	1	
PATCONROY	PM	1	
PATD	A	0	
PATDOWN	H	3	
PATDOWNDOWNPAT	H	1	
PATDOWNS	HS	2	
PATDOWNSTROKE	H	1	
PATDRY	T	1	
PATE	W	2	
PATECOOPER	PM	0	
PATED	S	1	
PATEDEFOIEGRAS	F	2	fr
PATEK	P	2	
PATEL	P	2	
PATELLA	W	2	
PATELLACLARK	PM	0	
PATELLAE	S	2	
PATELLAR	W	2	
PATELLAS	WS	2	
PATELLASLAPPERS	H	0	
PATEN	W	2	
PATENCY	W	2	
PATENS	WS	2	
PATENT	W	3	
PATENTAGENT	H	1	
PATENTANSWER	H	1	
PATENTANSWERS	HS	1	
PATENTBAR	H	2	
PATENTCASE	H	1	
PATENTDING	H	0	
PATENTED	WS	2	
PATENTEE	W	2	
PATENTERKEY	H	0	
PATENTEXPENDING	H	0	
PATENTFLAPS	H	0	
PATENTING	WS	2	
PATENTLAW	H	2	
PATENTLAWS	HS	2	
PATENTLEATHER	H	3	
PATENTLY	W	2	
PATENTLYOBVIOUS	H	2	
PATENTMEDICINES	H	1	
PATENTOFFICE	H	2	
PATENTONAPENCIL	H	1	
PATENTONICE	H	2	
PATENTOR	W	1	
PATENTORS	WS	1	
PATENTRIGHT	H	1	
PATENTRITE	H	0	
PATENTS	WS	2	
PATENTTRAILER	H	0	
PATENTTROLL	H	2	
PATENTTROLLS	HS	2	
PATENTWAR	H	1	
PATENTWEATHER	H	0	
PATER	W	2	
PATERFAMILIAS	W	2	
PATERNAL	W	2	
PATERNALAUNT	H	1	
PATERNALFEELING	H	1	
PATERNALISM	W	2	
PATERNITY	W	2	
PATERNITYLEAVE	H	2	
PATERNITYRIGHTS	H	1	
PATERNITYSUIT	H	2	
PATERNITYSUITE	H	1	
PATERNITYTEST	H	2	
PATERNITYTESTS	HS	2	
PATERNO	P	3	
PATERNONOSTER	H	1	
PATERNOSTER	W	2	
PATERS	WS	2	
PATERSON	PL	2	
PATERTIME	H	0	
PATES	WS	2	
PATESBOOTY	H	0	
PATESDEFOIEGRAS	F	1	fr
PATESPLATE	H	1	
PATESTEVE	H	0	
PATFINN	PM	0	
PATH	W	3	
PATHAN	P	2	
PATHAND	H	1	
PATHE	W	1	
PATHET	W	1	
PATHETIC	G	3	
PATHETICATTEMPT	H	1	
PATHETICFALLACY	H	2	
PATHETICSOULS	H	1	
PATHETIQUE	F	1	fr
PATHFINDER	W	2	
PATHFINDERS	WS	2	
PATHO	A	1	
PATHOGEN	W	2	
PATHOGENS	WS	2	
PATHOLOGIC	W	2	
PATHOLOGIST	W	2	
PATHOLOGY	W	2	
PATHOS	W	3	
PATHS	WS	2	
PATHSOFGLORY	H	2	
PATHTOGLORY	H	1	
PATHTOVICTORY	H	1	
PATHWAY	W	3	
PATHWAYS	WS	3	
PATI	P	1	
PATIE	P	1	
PATIENCE	W	3	
PATIENCEMAYSOON	H	1	
PATIENCEPLEASE	H	1	
PATIENT	W	3	
PATIENTADVOCATE	H	1	
PATIENTAREA	H	1	
PATIENTLY	W	3	
PATIENTPATIENTS	H	0	
PATIENTPENDING	H	0	
PATIENTPORTAL	H	1	
PATIENTS	WS	3	
PATIENTZERO	H	2	
PATIL	P	1	
PATINA	W	2	
PATINAE	WS	1	
PATINAS	WS	2	
PATINASENSE	H	0	
PATINE	W	1	
PATINES	WS	1	
PATIO	W	3	
PATIODOOR	H	2	
PATIOHEATER	H	1	
PATIOMESH	H	1	
PATIOMUNSTER	H	0	
