TAKESTOHEART	H	2	
TAKESTOTASK	H	2	
TAKESTOTHESKIES	H	2	
TAKESTURNS	H	2	
TAKESTWO	H	2	
TAKESTWOTOTAN	H	2	
TAKESTWOTOTANGO	H	2	
TAKESTWOTOTONGA	H	2	
TAKESUP	H	2	
TAKESUPOMS	H	2	
TAKESUPTHESLACK	H	2	
TAKESUPTHESLICK	H	2	
TAKESWAXING	H	2	
TAKESXRAYS	H	2	
TAKET	T	1	
TAKETAKE	H	1	
TAKETARPRACTICE	H	2	
TAKETE	T	1	
TAKETEA	H	2	
TAKETEN	T	1	
TAKETH	T	1	
TAKETHAT	H	2	
TAKETHATFORDATA	H	1	
TAKETHATYOURAT	H	1	
TAKETHE	T	1	
TAKETHEATRAIN	H	2	
TAKETHEATRAINER	H	2	
TAKETHEBAIT	H	2	
TAKETHEBATON	H	2	
TAKETHEBENCH	H	2	
TAKETHECAKE	H	2	
TAKETHECHAIR	H	2	
TAKETHECHANCE	H	2	
TAKETHEEDGEOFF	H	2	
TAKETHEEHTRAIN	H	2	
TAKETHEELM	H	2	
TAKETHEFALL	H	2	
TAKETHEFASTLANE	H	2	
TAKETHEFIFTH	H	2	
TAKETHEFLOOR	H	2	
TAKETHEGOODBAD	H	1	
TAKETHEHEAT	H	2	
TAKETHEHEATOFF	H	2	
TAKETHEHELM	H	2	
TAKETHEHIGHROAD	H	2	
TAKETHEHINT	H	2	
TAKETHEL	T	1	
TAKETHELO	T	1	
TAKETHEMANTLEOF	H	2	
TAKETHEMICKEY	H	2	
TAKETHEMONEYAND	H	2	
TAKETHEOVER	H	2	
TAKETHEPISS	H	2	
TAKETHEPLUNGE	H	2	
TAKETHEQUATRAIN	H	1	
TAKETHERAP	H	2	
TAKETHEREINS	H	2	
TAKETHEREMAINS	H	1	
TAKETHESAGE	H	1	
TAKETHESTAGE	H	2	
TAKETHESTAND	H	2	
TAKETHESTRAND	H	1	
TAKETHEW	T	1	
TAKETHEWIN	H	2	
TAKETHEWRAP	H	2	
TAKETHEWRONGWAY	H	2	
TAKETHEXANDRUN	H	1	
TAKETHIS	H	2	
TAKETIME	H	2	
TAKETIMEOFF	H	2	
TAKETIMEOUT	H	2	
TAKETIMETORELAX	H	2	
TAKETO	T	1	
TAKETOHARTE	H	2	
TAKETOHEART	H	2	
TAKETOMEAN	H	2	
TAKETOONESHEELS	H	2	
TAKETOTASK	H	2	
TAKETOTHEHILLS	H	2	
TAKETOTHESTUMP	H	2	
TAKETOTHEWOODS	H	2	
TAKETURNS	H	2	
TAKETWO	H	2	
TAKETWOTHUMB	H	1	
TAKEU	T	1	
TAKEUP	H	2	
TAKEUPANEWHOBBY	H	2	
TAKEUPARMS	H	2	
TAKEUPONONESELF	H	2	
TAKEUPPUTDOWN	H	1	
TAKEUPRESIDENCE	H	2	
TAKEUPS	HS	2	
TAKEUPSPACE	H	2	
TAKEUPTAKEDOWNS	H	1	
TAKEUPTHELENGTH	H	2	
TAKEUPTHEMANTLE	H	2	
TAKEUPTHESHACK	H	1	
TAKEVPSPACE	H	1	
TAKEWHATYOU	H	1	
TAKEWHATYOUVE	H	1	
TAKEWING	H	2	
TAKEXCEPTION	H	2	
TAKEXSHOTS	H	1	
TAKEYON	H	1	
TAKEYOUANYWHERE	H	1	
TAKEYOUFORARIDE	H	2	
TAKEYOUREYESOFF	H	2	
TAKEYOURKEWPIE	H	1	
TAKEYOURPIC	H	2	
TAKEYOURPICK	H	2	
TAKEYOURPICKLE	H	1	
TAKEYOURPIG	H	1	
TAKEYOURPUCK	H	1	
TAKEYOURSWEET	H	2	
TAKEYOURTIME	H	2	
TAKI	P	1	
TAKIN	P	1	
TAKING	S	3	
TAKINGABACKSEAT	H	2	
TAKINGABATH	H	2	
TAKINGABOW	H	2	
TAKINGABREAK	H	2	
TAKINGABREATHER	H	2	
TAKINGABYTE	H	1	
TAKINGADIVE	H	2	
TAKINGADOG	H	1	
TAKINGAGAMBLEON	H	2	
TAKINGAGANDER	H	2	
TAKINGAIM	H	2	
TAKINGAKNEE	H	2	
TAKINGALETTER	H	1	
TAKINGANAP	H	2	
TAKINGANAPEST	H	1	
TAKINGANL	H	1	
TAKINGAPASS	H	2	
TAKINGAPEEK	H	2	
TAKINGAPILL	H	2	
TAKINGAPOWDER	H	2	
TAKINGASNOOZE	H	2	
TAKINGASPIN	H	2	
TAKINGASTAB	H	2	
TAKINGASTAND	H	2	
TAKINGATOLL	H	2	
TAKINGBETS	H	2	
TAKINGCHANCES	H	2	
TAKINGCREDITFOR	H	2	
TAKINGDELIGHTIN	H	2	
TAKINGDOWN	H	2	
TAKINGEXCEPTION	H	2	
TAKINGHEART	H	2	
