DOYOUCOPY	H	1	
DOYOUDIG	H	0	
DOYOUEVER	H	1	
DOYOUEVERSHUTUP	H	0	
DOYOUEVERSLEEP	H	0	
DOYOUGETMYDRIFT	H	1	
DOYOUHAVEAMATCH	H	0	
DOYOUHEARME	H	1	
DOYOUKNOWME	H	1	
DOYOUKNOWWHOIAM	H	0	
DOYOUMEANIT	H	1	
DOYOUMIND	H	2	
DOYOUMINDISMOKE	H	1	
DOYOUNEED	H	1	
DOYOUNEEDARIDE	H	0	
DOYOUQUARRELSIR	H	0	
DOYOURBIT	H	2	
DOYOUREAD	H	1	
DOYOUREMEMBERME	H	1	
DOYOURFAIRSHARE	H	1	
DOYOURHOMEWORK	H	1	
DOYOURJOB	H	1	
DOYOURLEVELBEST	H	1	
DOYOURTHING	H	2	
DOYOURWORST	H	1	
DOYOUSAYAPRAYER	H	0	
DOYOUSEE	H	1	
DOYOUSEEMYPOINT	H	0	
DOYOUSERVECRABS	H	1	
DOYOUTHINK	H	1	
DOYOUTHINKABOUT	H	0	
DOYOUTHINKITCAN	H	0	
DOYOUUNDERSTAND	H	1	
DOYOUWANNADANCE	H	1	
DOYOUWANT	H	1	
DOYOUWANTITORNO	H	0	
DOYOUWANTTIBET	H	0	
DOYOUWANTTORACE	H	1	
DOYOWNDERSTAND	H	0	
DOZ	A	0	
DOZE	G	2	
DOZED	GS	2	
DOZEDOFF	G	1	
DOZEN	W	3	
DOZENBUDDHISM	H	0	
DOZENDOUGHNUTS	H	0	
DOZENDOZEN	H	0	
DOZENMEDITATION	H	0	
DOZENOFINIQUITY	H	0	
DOZENROSES	H	1	
DOZENS	WS	3	
DOZENSANDDOZENS	H	1	
DOZENSOFCOUSINS	H	1	
DOZENTH	W	2	
DOZEOFF	G	1	
DOZER	G	2	
DOZERS	GS	2	
DOZES	GS	2	
DOZESOFF	G	1	
DOZINESS	-	1	
DOZING	G	2	
DOZINGBAT	H	0	
DOZINGDONUTS	H	0	
DOZINGOFF	G	1	
DOZINGWONDERS	H	0	
DOZY	G	2	
DPAD	A	0	
DPADS	AS	0	
DPASS	A	0	
DPAT	A	0	
DPATCH	A	0	
DPHARAOH	PA	0	
DPHIL	PA	1	
DPI	A	0	
DPIN	A	0	
DPL	A	0	
DPLUS	A	1	
DPLUSSTUDENT	A	0	
DPOND	A	0	
DPOTATO	A	0	
DPRTS	A	0	
DPS	A	0	
DPSTMRKTSHRS	A	0	
DPT	A	0	
DPW	A	0	
DQBLIZZARD	A	0	
DQED	A	0	
DQING	A	0	
DQS	A	0	
DQTREATZZAPIZZA	A	0	
DRA	A	0	
DRAB	-	2	
DRABBER	-	1	
DRABBERBERBER	H	0	
DRABBEST	-	1	
DRABBLE	-	1	
DRABCLOTHING	H	0	
DRABEK	PN	0	en
DRABGRASS	H	0	
DRABINTHEDARK	H	0	
DRABLY	-	1	
DRABNEBULA	H	0	
DRABNESS	-	1	
DRABOFAVON	H	0	
DRABS	-	1	
DRABSLAB	H	0	
DRAC	A	0	
DRACANDFIELD	H	0	
DRACHM	W	1	
DRACHMA	W	2	
DRACHMAS	WS	1	
DRACHMS	WS	1	
DRACO	PN	1	
DRACOMALFOY	PM	0	
DRACONIAN	-	2	
DRACONIANLAW	H	1	
DRACONIC	-	1	
DRACOS	PNS	0	
DRACULA	PM	3	
DRACULAS	PMS	1	
DRACULASNEEZE	H	0	
DRACULATHEMAN	H	0	
DRACUT	PL	0	
DRAFT	-	3	
DRAFTALE	H	0	
DRAFTANIMAL	H	2	
DRAFTBEAKER	H	0	
DRAFTBEER	-	2	
DRAFTBEERS	-	1	
DRAFTBIL	T	0	
DRAFTBILL	H	0	
DRAFTBOARD	H	1	
DRAFTBOARDS	HS	1	
DRAFTBOOR	T	0	
DRAFTBOORS	TS	0	
DRAFTBORDEAUX	H	0	
DRAFTCARDS	H	1	
DRAFTCATEGORY	H	0	
DRAFTCHOICE	H	1	
DRAFTCOPIES	H	0	
DRAFTCOPY	H	0	
DRAFTDAY	H	1	
DRAFTDODGER	-	2	
DRAFTDODGERS	-	1	
DRAFTED	S	3	
DRAFTEE	-	2	
DRAFTEES	-	1	
DRAFTER	-	2	
DRAFTERMATH	H	0	
DRAFTERS	-	1	
