CLIMAX	-	3	
CLIMAXAXMANSHIP	H	0	
CLIMAXED	S	2	
CLIMAXES	S	2	
CLIMAXESAT	HS	1	
CLIMAXING	S	2	
CLIMAXTHEATER	HM	1	
CLIMB	-	4	
CLIMBABLE	C	1	
CLIMBABOARD	HT	1	
CLIMBALIMB	H	0	
CLIMBALLOVER	H	1	
CLIMBCHECK	H	0	
CLIMBDOWN	H	2	
CLIMBED	S	3	
CLIMBEDIN	HS	2	
CLIMBEDTHEWALLS	HM	1	
CLIMBEDUP	HS	2	
CLIMBER	-	3	
CLIMBERS	S	3	
CLIMBIN	HS	2	
CLIMBING	-	3	
CLIMBINGGYM	H	2	
CLIMBINGHIGH	H	2	
CLIMBINGROSE	H	2	
CLIMBINGSHOES	H	2	
CLIMBINGTHEWALL	HM	2	
CLIMBINGVINE	H	2	
CLIMBINGWALL	H	3	
CLIMBINGWALLACE	HM	0	
CLIMBON	HT	2	
CLIMBOVER	H	1	
CLIMBPIKESPEAK	H	1	
CLIMBS	S	3	
CLIMBSAMOUNTAIN	HM	1	
CLIMBSON	HS	2	
CLIMBSONBOARD	H	2	
CLIMBSOUT	HS	1	
CLIMBSOVER	HS	1	
CLIMBSTHELADDER	HM	2	
CLIMBSTHEWALLS	HM	2	
CLIMBTHELADDER	HM	2	
CLIMBTHEWALLS	HM	2	
CLIMBUPAND	H	0	
CLIMBUPON	HT	1	
CLIMBUPONMYKNEE	HM	1	
CLIME	W	2	
CLIMES	WS	2	
CLINCH	-	3	
CLINCHBYCLINCH	H	0	
CLINCHEDTHEDEMS	HM	0	
CLINCHER	-	3	
CLINCHES	S	2	
CLINCHPINS	H	1	
CLINCHTHEDEAL	HM	2	
CLINE	-	1	
CLINEDRIVES	HM	1	
CLINES	S	1	
CLINESWIPE	HM	0	
CLING	-	3	
CLINGFILM	H	2	
CLINGHOUSES	H	0	
CLINGINESS	-	2	
CLINGING	S	3	
CLINGINGVINE	H	2	
CLINGINGVINES	HS	2	
CLINGMANSDOME	HM	1	
CLINGPEACH	H	2	
CLINGPEACHES	HS	2	
CLINGS	S	3	
CLINGSTO	HS	2	
CLINGSTONE	H	2	
CLINGSYSTEM	H	0	
CLINGTO	HT	2	
CLINGY	-	2	
CLINGYPSUMASCOT	HM	0	
CLINGYSHELLFISH	HM	0	
CLINIC	-	3	
CLINICAL	-	3	
CLINICALSTUD	H	1	
CLINICALTRIAL	H	2	
CLINICIAN	-	3	
CLINICIANS	S	3	
CLINICISREALLYA	H	0	
CLINICS	S	3	
CLINIQUE	PB	2	fr
CLINK	-	2	
CLINKED	S	2	
CLINKER	-	2	
CLINKERS	S	2	
CLINKETYCLANK	HJ	1	
CLINKGLASSES	H	2	
CLINKPEACHES	H	2	
CLINKS	S	2	
CLINT	PN	0	
CLINTBLACK	HPN	1	
CLINTBLACKBEANS	HPN	0	
CLINTEASTWOOD	HPN	1	
CLINTINTHEEYE	HM	1	
CLINTON	PL	2	
CLINTONANDGATES	HPM	0	
CLINTONERA	H	1	
CLINTONFOLLOWER	H	1	
CLINTONGORE	HPN	1	
CLINTONISTA	H	0	
CLINTONLIBRARY	H	0	
CLINTONPILOT	H	1	
CLINTONS	PLS	2	
CLINTONSCAT	H	1	
CLINTORA	H	0	
CLINTS	PNS	0	
CLINTTRAPS	H	1	
CLINTWESTWOOD	HPN	0	
CLIO	PM	2	
CLIOAWARD	PM	1	
CLIOAWARDS	PMS	1	
CLIONOMINEES	H	0	
CLIOORERATO	HM	0	
CLIOS	PMS	2	
CLIOTERPSICHORE	HM	0	
CLIP	-	3	
CLIPART	H	2	
CLIPARTBORDERS	H	1	
CLIPBOARD	H	2	
CLIPBOARDS	HS	2	
CLIPBOARDVIEWER	H	1	
CLIPCLOP	HJ	2	
CLIPCLOPBOARD	HJ	0	
CLIPCLOPCLAP	HJ	0	
CLIPCOUPONS	H	2	
CLIPCYCLOPS	HM	0	
CLIPIN	HT	2	
CLIPINPEDALS	H	2	
CLIPINS	HS	1	
CLIPJOINT	H	2	
CLIPJOINTS	HS	1	
CLIPOFF	HT	2	
CLIPON	HT	2	
CLIPONBOWTIE	H	1	
CLIPONESWINGS	H	1	
CLIPONS	HTS	2	
CLIPONTIE	H	1	
CLIPONTIES	HS	1	
CLIPOUT	HT	1	
CLIPPED	S	2	
CLIPPEDARTICLES	H	1	
CLIPPEDCOUPONS	H	1	
CLIPPEDWING	H	2	
CLIPPER	-	3	
CLIPPERS	S	3	
