THEGRID	H	2	
THEGRIMYREAPER	HM	1	
THEGRINCH	HMP	2	
THEGRINDSTONE	H	1	
THEGRIPESOFROTH	HM	0	
THEGROCERYSTORE	H	3	
THEGROOM	H	3	
THEGROUNDLINGS	HM	1	
THEGROUPOFSEVEN	HM	2	
THEGRUDGE	HM	2	
THEGSTIC	H	0	
THEGUARDIANS	HM	1	
THEGUGGENHEIM	HMP	2	
THEGUMBALLALLY	HM	0	
THEGUN	H	2	
THEGUNSLINKER	HM	0	
THEGUNSOFAUGUST	HM	1	
THEGUNSOFJUNE	HM	0	
THEGYM	H	3	
THEHAGUE	HLP	3	
THEHAIRSPRAYWIZ	HM	1	
THEHAIRYAPE	HM	1	
THEHAJ	HM	2	
THEHALFMOON	HM	2	
THEHALL	H	2	
THEHAMBURGLAR	HMP	2	
THEHAMPTONS	HLP	2	
THEHANDCUFFKING	HM	0	
THEHANDMAIDEN	HM	2	
THEHANDOFMANHAS	HM	0	
THEHANGINGTREE	HM	1	
THEHANGOVER	HM	2	
THEHANMAIDSTALE	HM	0	
THEHANVELOPE	HM	0	
THEHAPPYHOOKER	HM	1	
THEHAPPYWARRIOR	HM	1	
THEHARANGUE	HM	0	
THEHARDESTWORD	HM	0	
THEHARDROLLCAFE	HM	0	
THEHARE	HM	1	
THEHAT	H	1	
THEHATCHES	HM	0	
THEHATEFULEIGHT	HM	1	
THEHATEFULTHREE	HM	0	
THEHATEUGIVE	HM	0	
THEHATEWATCHMEN	HM	0	
THEHATFIELDS	HLP	1	
THEHAUNTEDMESA	HM	1	
THEHAVENOTS	H	2	
THEHAVES	H	2	
THEHAWK	HM	2	
THEHEADISALWAYS	HM	0	
THEHEADWHICH	HM	0	
THEHEART	H	2	
THEHEARTOFAFOOL	HM	0	
THEHEARTOFALION	HM	1	
THEHEARTOFDIXIE	HM	1	
THEHEARTOFTEXAS	HM	1	
THEHEARTOUTOF	HM	0	
THEHEAT	HM	2	
THEHEATISON	HM	1	
THEHEATISYON	HM	0	
THEHEAVEHO	HM	0	
THEHECHEHOUSE	HM	0	
THEHEELINGTOUCH	HM	0	
THEHEIRESS	HM	2	
THEHELP	HM	2	
THEHERDSHOT	HM	0	
THEHERMITAGE	HM	2	
THEHERO	H	3	
THEHEXFILES	HM	2	
THEHICCUPS	HM	0	
THEHIDDENAGENDA	HM	1	
THEHIGHERGRADES	HM	0	
THEHIGHLIGHTS	HM	1	
THEHIGHROAD	HM	1	
THEHIGHSEAS	HM	1	
THEHILL	HM	2	
THEHILLS	HM	2	
THEHILLYOUBEGIN	HM	0	
THEHILTON	HMP	1	
THEHIMALAYAS	HLP	2	
THEHINDIFOO	HM	0	
THEHINTMAN	HM	0	
THEHISTORYOFTOM	HM	0	
THEHITCHER	HM	1	
THEHITS	HM	1	
THEHOBBIT	HMP	3	
THEHOFALION	HM	0	
THEHOFF	HMP	1	
THEHOFINNOCENCE	HM	0	
THEHOFTEXAS	HM	0	
THEHOKEYPOKEY	HM	2	
THEHOKEYPOKEYIS	HM	0	
THEHOLDOVERS	HM	1	
THEHOLEWORLD	HM	0	
THEHOLIDAYS	H	3	
THEHOLODECK	HM	2	
THEHOLYBIBLE	HM	2	
THEHOLYGRAIL	HM	3	
THEHOLYGROWL	HM	0	
THEHOLYLANDAU	HM	0	
THEHOLYRAIL	HM	0	
THEHOLYRIVER	HM	1	
THEHOLYSAW	HM	0	
THEHOLYSEE	HM	1	
THEHOLYSPREE	HM	0	
THEHOMEDEPOT	HMP	2	
THEHOMERFONT	HM	0	
THEHONEYMNERS	HM	0	
THEHONEYMOONERS	HM	2	
THEHONORABLE	H	2	
THEHOOD	H	2	
THEHOOTERS	HM	1	
THEHOOTSEAT	HM	0	
THEHOPITRIBE	HM	0	
THEHORNBIRDS	HM	0	
THEHORNETSNEST	HM	0	
THEHORNOFAFRICA	HM	1	
THEHORNSOFADIL	HM	0	
THEHORROR	HM	2	
THEHORSE	H	2	
THEHORSES	HS	2	
THEHORSESMOUTH	HM	1	
THEHORSESYOUTH	HM	0	
THEHOSTWRITER	HM	0	
THEHOTAIRBLOWS	HM	0	
THEHOTLLTIMORE	HM	0	
THEHOTROCK	HM	1	
THEHOTSEAT	HM	2	
THEHOTZONE	HM	1	
THEHOUNDOFMUSIC	HM	0	
THEHOURS	HM	2	
THEHOUSEISTO	HM	0	
THEHOUSEMAID	HM	1	
THEHOUSEOFLARDS	HM	0	
THEHOUSEOFMIRTH	HM	2	
THEHOUSEOFUS	HM	0	
THEHOUSEOFUSHER	HM	2	
THEHUB	H	2	
THEHUDSON	HLP	2	
THEHUE	H	2	
THEHULK	HM	2	
THEHUMANETORCH	HM	2	
THEHUMANRACE	HM	1	
THEHUMANSTAIN	HM	1	
THEHUMANTORNADO	HM	0	
THEHUMPBACK	HM	1	
THEHUNGEAMES	HM	1	
THEHUNGER	HM	2	
