ORCONSEQUENCES	H	1	
ORCPOD	H	1	
ORCS	PS	2	
ORCUS	PN	1	
ORCUT	P	1	
ORCZY	P	1	
ORD	A	1	
ORDAIN	-	3	
ORDAINED	S	3	
ORDAINER	C	1	
ORDAINING	S	2	
ORDAINS	S	3	
ORDARE	F	0	fr
ORDE	F	0	fr
ORDEAL	-	3	
ORDEALS	S	3	
ORDER	-	4	
ORDERAIR	H	1	
ORDERALACARTE	H	1	
ORDERALIMO	H	1	
ORDERALLAHCARTE	H	1	
ORDERAMEAL	H	1	
ORDERARIDE	H	1	
ORDERARMS	H	2	
ORDERAROUND	H	2	
ORDERBLANK	H	2	
ORDERCOURT	H	1	
ORDERDEMANDBID	H	1	
ORDERED	S	3	
ORDEREDALACARTE	H	1	
ORDEREDAROUND	H	2	
ORDEREDFOODTONO	H	1	
ORDEREDIN	H	1	
ORDEREDPAIRS	H	2	
ORDEREDPEARS	H	1	
ORDEREDTODO	H	1	
ORDEREDUP	H	1	
ORDERER	-	2	
ORDERERS	S	2	
ORDERFARM	H	1	
ORDERFORM	H	2	
ORDERFORMALLY	H	1	
ORDERFORMS	HS	2	
ORDERHERE	H	1	
ORDERIN	T	1	
ORDERINAPUB	H	1	
ORDERING	S	3	
ORDERINGOUT	H	2	
ORDERINTHECOT	H	1	
ORDERINTHECOURT	H	1	
ORDERINTHEQUART	H	1	
ORDERLESS	-	1	
ORDERLIES	S	2	
ORDERLY	-	3	
ORDERLYFASHION	H	1	
ORDERLYMANNER	H	1	
ORDERNOW	H	1	
ORDEROF	H	2	
ORDEROFBUSINESS	H	1	
ORDEROFCANADA	PH	1	
ORDEROFOMEGA	PM	1	
ORDEROFPAYMENT	H	1	
ORDEROFTHECROWN	H	1	
ORDEROFTHEDAY	H	2	
ORDEROFTHEPHX	H	1	
ORDERONLINE	H	1	
ORDEROUT	H	2	
ORDERPAD	H	2	
ORDERPAPER	H	1	
ORDERPATROL	H	1	
ORDERRIGHTNOW	H	1	
ORDERS	S	3	
ORDERSAHEAD	H	1	
ORDERSHEET	H	2	
ORDERSIN	H	1	
ORDERSOFTHEDAY	H	1	
ORDERSOUT	H	1	
ORDERSTATUS	H	1	
ORDERSUP	H	1	
ORDERTAKEOUT	H	1	
ORDERTHEGARTER	H	2	
ORDERTO	T	2	
ORDERTODAY	H	1	
ORDERUP	H	2	
ORDEURVES	H	1	
ORDIDI	-	0	
ORDIE	H	1	
ORDINAL	-	2	
ORDINALLY	-	1	
ORDINALNUMBER	H	2	
ORDINALS	S	2	
ORDINANCE	-	3	
ORDINAND	-	1	
ORDINARIES	S	1	
ORDINARILY	-	3	
ORDINARY	-	3	
ORDINARYANGELS	H	1	
ORDINARYAVERAGE	H	1	
ORDINARYBED	H	1	
ORDINARYEXTRA	H	1	
ORDINARYGRACE	H	1	
ORDINARYINCOME	H	1	
ORDINARYJOE	H	2	
ORDINARYMAN	H	2	
ORDINARYPEOPLE	H	1	
ORDINARYRICHES	H	1	
ORDINARYSEAMAN	H	1	
ORDINATE	-	2	
ORDINATES	S	2	
ORDINATION	-	3	
ORDINATIONS	S	2	
ORDINEE	-	1	
ORDINRY	V	1	
ORDN	A	1	
ORDNANCE	-	3	
ORDNANCEOFFICER	H	2	
ORDNANCES	S	2	
ORDO	-	1	
ORDOC	-	0	
ORDOCS	S	0	
ORDOESITEXPLODE	H	1	
ORDONEZ	P	1	
ORDONT	-	0	
ORDOSECLORUM	H	1	
ORDOVICIAN	P	1	
ORDRE	F	0	fr
ORDS	S	1	
ORDSNAR	-	0	
ORE	-	3	
OREAD	N	1	
OREADS	NS	1	
OREAGAIN	H	1	
OREAIRPORT	H	1	
OREAL	-	1	
OREASSAY	H	1	
OREATER	H	1	
OREB	P	1	
OREBED	H	2	
OREBODY	H	2	
ORECAR	H	1	
ORECARS	HS	1	
ORECART	H	1	
ORECARTS	HS	1	
ORECK	P	1	
ORECKS	PS	1	
ORECLOSE	H	1	
ORED	-	1	
OREDEPOSIT	H	1	
OREDEPOSITS	HS	1	
OREDETECTIVE	H	1	
